Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status,Day of Departure,Time of Departure,WeatherDelay,NASDelay,SecurityDelay,CarrierDelay,ArrivalDelay,DepartureDelay,Year,Month,DepartureHour,Route,IsDelayed,IsCancelled
zuvooK,Valle,Christoforou,Male,29,Benin,Nyngan Airport,AU,Australia,OC,Oceania,2022-01-14,NYN,Constantia Rubery,On Time,Sunday,2026-03-13 08:56:32,102,145,32,12,30,27,2022,1,8,Nyngan Airport - NYN,0,0
Zlsjqw,Sydney,MacGhee,Male,90,Guatemala,El Petén Airport,GT,Guatemala,NAM,North America,2022-05-05,TKM,Ambur Boden,On Time,Sunday,2026-03-13 21:15:46,1,51,110,45,60,55,2022,5,21,El Petén Airport - TKM,0,0
426yyK,Ikey,Dowty,Male,12,China,Talakan Airport,RU,Russian Federation,EU,Europe,2022-12-06,TLK,Beverlee Da Costa,On Time,Sunday,2026-03-13 20:17:14,2,92,110,8,18,12,2022,12,20,Talakan Airport - TLK,0,0
6Y0FZe,Fairleigh,Hagger,Male,46,China,Amos/Magny Airport,CA,Canada,NAM,North America,2022-04-18,YEY,Andre Sissel,On Time,Monday,2026-03-13 01:04:13,3,14,33,67,80,75,2022,4,1,Amos/Magny Airport - YEY,0,0
e058CX,Arlee,Levine,Female,12,China,Hutchinson County Airport,US,United States,NAM,North America,2022-03-07,BGD,Kale Cabbell,On Time,Tuesday,2026-03-13 03:33:55,87,132,41,34,50,46,2022,3,3,Hutchinson County Airport - BGD,0,0
vGOv3o,Neal,Kulver,Male,69,Thailand,Kaitaia Airport,NZ,New Zealand,OC,Oceania,2022-04-24,KAT,Roldan Doyley,Delayed,Wednesday,2026-03-13 05:43:03,12,78,95,5,10,8,2022,4,5,Kaitaia Airport - KAT,1,0
ZyoxBc,Terri,Palle,Female,68,Poland,Okmulgee Regional Airport,US,United States,NAM,North America,2022-07-15,OKM,Maisey Kubis,On Time,Thursday,2026-03-13 03:10:49,4,23,18,90,110,105,2022,7,3,Okmulgee Regional Airport - OKM,0,0
Fasj1x,Lorilyn,Annion,Female,17,China,Kalbarri Airport,AU,Australia,OC,Oceania,2022-05-29,KAX,Annaliese Cramond,On Time,Friday,2026-03-13 07:24:47,65,141,60,14,25,20,2022,5,7,Kalbarri Airport - KAX,0,0
aogYWd,Vernen,Ivakhnov,Male,90,China,Mullewa Airport,AU,Australia,OC,Oceania,2022-10-09,MXU,Lidia Kleinert,Delayed,Friday,2026-03-13 04:08:58,23,54,77,39,55,50,2022,10,4,Mullewa Airport - MXU,1,0
4NFJfo,Rufus,Bernardini,Male,57,Peru,Elkhart Municipal Airport,US,United States,NAM,North America,2022-11-29,EKI,Brittan Barends,Cancelled,Friday,2026-03-13 04:14:09,91,110,34,72,95,88,2022,11,4,Elkhart Municipal Airport - EKI,0,1
ZYCfyO,Dorothea,Rogister,Female,45,Sweden,Osijek Airport,HR,Croatia,EU,Europe,2022-06-24,OSI,Trevor Braunston,On Time,Monday,2026-03-13 21:29:02,8,17,92,18,40,35,2022,6,21,Osijek Airport - OSI,0,0
Sjt3GB,Myrtie,MacScherie,Female,41,Laos,Pune Airport,IN,India,AS,Asia,2022-02-19,PNQ,Claude Ashington,On Time,Monday,2026-03-13 02:04:27,44,73,55,6,12,10,2022,2,2,Pune Airport - PNQ,0,0
AFH4wB,Carley,Gowers,Female,19,Poland,Dien Bien Phu Airport,VN,Viet Nam,AS,Asia,2022-08-19,DIN,Gabriello Slinn,Delayed,Monday,2026-03-13 17:37:14,39,126,21,55,70,64,2022,8,17,Dien Bien Phu Airport - DIN,1,0
1fOagM,Flin,Bordone,Male,87,Philippines,Leinster Airport,AU,Australia,OC,Oceania,2022-08-21,LER,Hunt Sommerlie,Delayed,Tuesday,2026-03-13 02:46:28,72,88,64,28,48,44,2022,8,2,Leinster Airport - LER,1,0
TtHhBl,West,Kernermann,Male,86,Norway,Valle Airport,US,United States,NAM,North America,2022-05-19,VLE,Rosamund Gauchier,Cancelled,Wednesday,2026-03-13 06:15:27,5,34,11,41,63,58,2022,5,6,Valle Airport - VLE,0,1
Z6AUHY,Brien,Gatherer,Male,22,Poland,Etadunna Airport,AU,Australia,OC,Oceania,2022-04-26,ETD,Liv Lydall,On Time,Thursday,2026-03-13 04:30:38,63,97,45,3,7,5,2022,4,4,Etadunna Airport - ETD,0,0
Eg2XKv,Ephrayim,Bedford,Male,6,China,Kasenga Airport,CD,"Congo, The Democratic Republic of the",AF,Africa,2022-10-16,KEC,Park Thody,On Time,Thursday,2026-03-13 07:27:53,18,66,83,60,82,79,2022,10,7,Kasenga Airport - KEC,0,0
EdE25t,Kaitlin,Gaven,Female,30,Sao Tome and Principe,Wabush Airport,CA,Canada,NAM,North America,2022-06-09,YWK,Leshia Risby,Cancelled,Friday,2026-03-13 17:52:57,101,142,29,21,37,33,2022,6,17,Wabush Airport - YWK,0,1
sXLYBV,Tobe,Torrejon,Female,12,Brazil,Schefferville Airport,CA,Canada,NAM,North America,2022-05-04,YKL,Gaelan Fforde,Cancelled,Friday,2026-03-13 17:05:16,27,51,74,47,69,65,2022,5,17,Schefferville Airport - YKL,0,1
iTEytl,Trudey,Wagge,Female,7,Poland,Kalaupapa Airport,US,United States,NAM,North America,2022-04-27,LUP,Manya Vaun,On Time,Friday,2026-03-13 17:06:56,9,19,63,10,22,18,2022,4,17,Kalaupapa Airport - LUP,0,0
ffzpvV,Gene,Cottham,Male,56,Philippines,Victoria Harbour Seaplane Base,CA,Canada,NAM,North America,2022-12-01,YWH,Sib Feragh,Delayed,Friday,2026-03-13 09:07:40,54,104,37,83,104,98,2022,12,9,Victoria Harbour Seaplane Base - YWH,1,0
Y6UXKx,Seline,Garvill,Female,30,Philippines,Columbus Lowndes County Airport,US,United States,NAM,North America,2022-01-13,UBS,Dael Schubuser,Cancelled,Sunday,2026-03-13 14:29:06,33,82,90,26,44,40,2022,1,14,Columbus Lowndes County Airport - UBS,0,1
YxzFXA,Neil,McCory,Male,54,Portugal,Centralia Municipal Airport,US,United States,NAM,North America,2022-03-24,ENL,Odella Gregoretti,Cancelled,Sunday,2026-03-13 18:59:34,70,121,48,36,58,54,2022,3,18,Centralia Municipal Airport - ENL,0,1
sTJQEz,Burty,Blurton,Male,33,China,Mariupol International Airport,UA,Ukraine,EU,Europe,2022-09-08,MPW,Leonora Holah,On Time,Sunday,2026-03-13 21:38:56,2,11,7,15,28,24,2022,9,21,Mariupol International Airport - MPW,0,0
Suny9v,Mead,Syer,Male,79,Venezuela,Jiayuguan Airport,CN,China,AS,Asia,2022-05-29,JGN,Monique Edworthye,On Time,Monday,2026-03-13 19:41:03,46,92,53,69,90,86,2022,5,19,Jiayuguan Airport - JGN,0,0
HmBlDz,Adair,Spurman,Male,69,China,Grabtsevo Airport,RU,Russian Federation,EU,Europe,2022-10-26,KLF,Milka Towll,Delayed,Tuesday,2026-03-13 00:52:10,77,136,25,31,52,49,2022,10,0,Grabtsevo Airport - KLF,1,0
XRlQwE,Elana,Heisham,Female,23,Greece,Gällivare Airport,SE,Sweden,EU,Europe,2022-05-21,GEV,Nathanial Gretton,Delayed,Tuesday,2026-03-13 02:35:54,14,57,69,52,73,70,2022,5,2,Gällivare Airport - GEV,1,0
uIBDPf,Bryna,Monson,Female,24,Poland,João Durval Carneiro Airport,BR,Brazil,SAM,South America,2022-01-25,FEC,Elissa Ledwich,On Time,Wednesday,2026-03-13 01:48:23,6,28,80,7,14,11,2022,1,1,João Durval Carneiro Airport - FEC,0,0
iaGNot,Cordy,Plenderleith,Male,79,Sweden,Talasea Airport,PG,Papua New Guinea,OC,Oceania,2022-07-07,TLW,Fifine Dodshon,On Time,Friday,2026-03-13 18:22:17,59,118,36,95,120,115,2022,7,18,Talasea Airport - TLW,0,0
4UVJoj,Ransell,Evins,Male,2,Russia,Augusto C. Sandino (Managua) International Airport,NI,Nicaragua,NAM,North America,2022-02-02,MGA,Berna Tenwick,Delayed,Friday,2026-03-13 12:35:06,21,75,94,17,33,29,2022,2,12,Augusto C. Sandino (Managua) International Airport - MGA,1,0
xnbJeO,Chris,Body,Female,35,Sweden,University of Oklahoma Westheimer Airport,US,United States,NAM,North America,2022-01-26,OUN,Loretta Bumphries,On Time,Saturday,2026-03-13 13:49:27,83,129,52,63,85,80,2022,1,13,University of Oklahoma Westheimer Airport - OUN,0,0
JiaR1E,Virginie,Vaneev,Female,85,France,Sepulot Airport,MY,Malaysia,AS,Asia,2022-01-11,SPE,Wadsworth Gillyett,Cancelled,Sunday,2026-03-13 07:34:22,35,64,20,24,42,39,2022,1,7,Sepulot Airport - SPE,0,1
QZOIAH,Cos,Donnel,Male,29,Indonesia,Weeze Airport,DE,Germany,EU,Europe,2022-02-13,NRN,Tynan Jellico,On Time,Monday,2026-03-13 07:23:41,96,140,47,44,66,60,2022,2,7,Weeze Airport - NRN,0,0
3dVNiZ,Averell,Shellsheere,Male,16,Albania,Moro Airport,PG,Papua New Guinea,OC,Oceania,2022-11-05,MXH,Syman Milham,Cancelled,Monday,2026-03-13 10:18:33,11,43,61,11,21,17,2022,11,10,Moro Airport - MXH,0,1
AlRBVW,Isador,Darrow,Male,39,Peru,Abingdon Downs Airport,AU,Australia,OC,Oceania,2022-03-05,ABG,Abbot Jupe,On Time,Tuesday,2026-03-13 18:47:20,24,71,88,74,96,92,2022,3,18,Abingdon Downs Airport - ABG,0,0
ayCPy1,Linnell,Peepall,Female,65,China,Swift Current Airport,CA,Canada,NAM,North America,2022-09-24,YYN,Kelsy Magrannell,Delayed,Wednesday,2026-03-13 01:21:07,68,107,30,29,47,43,2022,9,1,Swift Current Airport - YYN,1,0
BcxpgW,Jedidiah,Gercken,Male,19,Venezuela,Friedman Memorial Airport,US,United States,NAM,North America,2022-02-26,SUN,Linc McParlin,Delayed,Thursday,2026-03-13 22:37:58,41,95,72,38,59,56,2022,2,22,Friedman Memorial Airport - SUN,1,0
MnTHQV,Serge,Bendon,Male,51,China,Senanga Airport,ZM,Zambia,AF,Africa,2022-02-13,SXG,Fifi Sames,Delayed,Friday,2026-03-13 09:56:55,3,15,12,13,26,23,2022,2,9,Senanga Airport - SXG,1,0
6DqAX8,Fernando,Stuckes,Male,61,Mali,RAF Lyneham,GB,United Kingdom,EU,Europe,2022-08-27,LYE,Sax Glasbey,Cancelled,Saturday,2026-03-13 03:07:35,52,113,56,57,78,74,2022,8,3,RAF Lyneham - LYE,0,1
Rrgvs0,Joni,Rays,Female,18,Palestinian Territory,Hazyview Airport,ZA,South Africa,AF,Africa,2022-07-18,HZV,Vilhelmina Oag,Delayed,Sunday,2026-03-13 17:11:54,88,134,40,32,53,48,2022,7,17,Hazyview Airport - HZV,1,0
MzobWY,Cloris,Cunradi,Female,57,United Kingdom,Waterloo Regional Airport,US,United States,NAM,North America,2022-10-13,ALO,Cissy Landrieu,On Time,Sunday,2026-03-13 04:45:39,16,49,79,48,71,68,2022,10,4,Waterloo Regional Airport - ALO,0,0
9mjraV,Anna-maria,Voyce,Female,19,Philippines,Wilwal International Airport,ET,Ethiopia,AF,Africa,2022-06-24,JIJ,Lon Stilliard,Cancelled,Sunday,2026-03-13 20:15:15,73,120,33,9,16,13,2022,6,20,Wilwal International Airport - JIJ,0,1
xncVFb,Earlie,Pideon,Male,74,Russia,Jasper Airport,CA,Canada,NAM,North America,2022-01-27,YJA,Conway Skeat,On Time,Monday,2026-03-13 13:59:40,28,62,85,88,108,102,2022,1,13,Jasper Airport - YJA,0,0
w653Jp,Patten,Merle,Male,42,China,Biała Podlaska Airfield,PL,Poland,EU,Europe,2022-03-11,BXP,Edita Bailie,On Time,Monday,2026-03-13 03:27:06,7,22,9,20,35,31,2022,3,3,Biała Podlaska Airfield - BXP,0,0
HgvA65,Lilla,Rowden,Female,13,Denmark,St Paul Island Airport,US,United States,NAM,North America,2022-09-07,SNP,Hope Bunson,Delayed,Monday,2026-03-13 16:04:58,61,102,50,62,84,79,2022,9,16,St Paul Island Airport - SNP,1,0
cRox4v,Gwendolyn,Jacobowicz,Female,83,Afghanistan,Salt Lake City International Airport,US,United States,NAM,North America,2022-04-24,SLC,Joleen Shay,On Time,Tuesday,2026-03-13 10:06:12,94,139,24,27,46,41,2022,4,10,Salt Lake City International Airport - SLC,0,0
eW5IOw,Carolynn,Blakeslee,Female,72,Dominican Republic,Wana Airport,PK,Pakistan,AS,Asia,2022-06-25,WAF,Thaine Beeckx,Cancelled,Tuesday,2026-03-13 02:19:50,37,84,67,50,72,69,2022,6,2,Wana Airport - WAF,0,1
Y7u9Fj,Clio,Rainford,Female,35,Indonesia,Nevatim Air Base,IL,Israel,AS,Asia,2022-06-20,VTM,Rodney D'Andrea,Delayed,Wednesday,2026-03-13 05:02:37,19,53,91,16,29,25,2022,6,5,Nevatim Air Base - VTM,1,0
YHFM0c,Tann,Lever,Male,27,Armenia,Abel Santamaria Airport,CU,Cuba,NAM,North America,2022-08-10,SNU,Vernen Tutill,Cancelled,Wednesday,2026-03-13 03:15:57,80,128,46,70,93,89,2022,8,3,Abel Santamaria Airport - SNU,0,1
9gY9TB,Devina,Lukehurst,Female,16,Peru,Barcelona International Airport,ES,Spain,EU,Europe,2022-12-10,BCN,Yalonda Housin,Delayed,Thursday,2026-03-13 14:24:33,25,69,76,33,54,50,2022,12,14,Barcelona International Airport - BCN,1,0
AWVSub,Worden,Patkin,Male,72,Dominican Republic,Battambang Airport,KH,Cambodia,AS,Asia,2022-12-16,BBM,Esra Ionn,On Time,Thursday,2026-03-13 15:54:24,58,116,31,42,64,61,2022,12,15,Battambang Airport - BBM,0,0
ohyiuN,Tammy,Blachford,Female,49,North Korea,Aseki Airport,PG,Papua New Guinea,OC,Oceania,2022-02-18,AEK,Pavlov Huertas,Delayed,Friday,2026-03-13 20:30:58,42,90,58,4,9,7,2022,2,20,Aseki Airport - AEK,1,0
btHnh8,Tam,Maysor,Male,49,Indonesia,Vila Real Airport,PT,Portugal,EU,Europe,2022-05-30,VRL,Marget Surgey,On Time,Saturday,2026-03-13 03:01:30,10,36,14,77,99,95,2022,5,3,Vila Real Airport - VRL,0,0
oQ85WQ,Dorella,Nund,Female,75,China,Jacquinot Bay Airport,PG,Papua New Guinea,OC,Oceania,2022-06-26,JAQ,Bethina Loram,Cancelled,Saturday,2026-03-13 01:01:57,66,111,70,22,38,34,2022,6,1,Jacquinot Bay Airport - JAQ,0,1
OvhiLk,Shaun,Doni,Female,75,Bangladesh,Tibooburra Airport,AU,Australia,OC,Oceania,2022-02-20,TYB,Cheryl Sacase,Delayed,Saturday,2026-03-13 11:32:06,31,74,87,53,75,71,2022,2,11,Tibooburra Airport - TYB,1,0
TyoL0R,Octavius,Giblin,Male,87,France,Mountain Village Airport,US,United States,NAM,North America,2022-09-08,MOU,Blinny Cockshutt,On Time,Saturday,2026-03-13 19:35:32,97,143,28,30,49,45,2022,9,19,Mountain Village Airport - MOU,0,0
IdcJbf,Anastassia,Stoggles,Female,49,Indonesia,Thumrait Air Base,OM,Oman,AS,Asia,2022-09-04,TTH,Eduardo Ogg,Delayed,Sunday,2026-03-13 01:08:29,20,60,81,64,86,82,2022,9,1,Thumrait Air Base - TTH,1,0
vVKNyc,Durand,Mitchelhill,Male,14,Kazakhstan,Jorge Chávez International Airport,PE,Peru,SAM,South America,2022-04-14,LIM,Konstance Garth,Delayed,Sunday,2026-03-13 12:42:55,75,125,35,19,34,30,2022,4,12,Jorge Chávez International Airport - LIM,1,0
yNxNl8,Lorene,Trustram,Female,13,France,Carutapera Airport,BR,Brazil,SAM,South America,2022-10-16,CTP,Piggy Mourbey,Cancelled,Monday,2026-03-13 14:11:58,13,48,62,46,68,63,2022,10,14,Carutapera Airport - CTP,0,1
U43yJs,Vitia,Cobbled,Female,25,Denmark,Robertson Airport,ZA,South Africa,AF,Africa,2022-10-22,ROD,Nertie Venn,Delayed,Wednesday,2026-03-13 19:50:32,84,131,44,2,5,3,2022,10,19,Robertson Airport - ROD,1,0
PFyHuc,Simeon,Gallanders,Male,7,China,Potchefstroom Airport,ZA,South Africa,AF,Africa,2022-10-14,PCF,Clare Craighall,Cancelled,Friday,2026-03-13 01:18:30,36,83,93,80,101,97,2022,10,1,Potchefstroom Airport - PCF,0,1
DKLqwt,Bridget,Dmitriev,Female,3,Sweden,Nantes Atlantique Airport,FR,France,EU,Europe,2022-09-26,NTE,Teodorico Birrane,Cancelled,Saturday,2026-03-13 23:07:00,1,12,6,25,43,40,2022,9,23,Nantes Atlantique Airport - NTE,0,1
j15iJK,Cortie,Prestwich,Male,23,Slovenia,Southwest Minnesota Regional Airport - Marshall/Ryan Field,US,United States,NAM,North America,2022-03-02,MML,Feliks Foulgham,On Time,Saturday,2026-03-13 12:56:19,49,100,57,58,79,76,2022,3,12,Southwest Minnesota Regional Airport - Marshall/Ryan Field - MML,0,0
BTvoJ7,Wilt,Reames,Male,3,China,RAF Wyton,GB,United Kingdom,EU,Europe,2022-07-28,QUY,Pinchas Pippin,On Time,Sunday,2026-03-13 20:14:33,92,137,26,35,56,52,2022,7,20,RAF Wyton - QUY,0,0
rHLsmo,Myrtie,Foystone,Female,3,Poland,Mendi Airport,ET,Ethiopia,AF,Africa,2022-06-15,NDM,Blanch Haacker,On Time,Sunday,2026-03-13 18:20:55,17,55,73,66,88,83,2022,6,18,Mendi Airport - NDM,0,0
vHbj13,Mollie,O'Regan,Female,59,Indonesia,Wipim Airport,PG,Papua New Guinea,OC,Oceania,2022-09-12,WPM,Willabella Gosalvez,Delayed,Monday,2026-03-13 03:38:24,64,108,39,14,27,22,2022,9,3,Wipim Airport - WPM,1,0
bPbo32,Carry,Hanbury,Female,29,China,Wanxian Airport,CN,China,AS,Asia,2022-08-07,WXN,Ariadne Deedes,On Time,Tuesday,2026-03-13 23:12:38,29,67,82,73,94,90,2022,8,23,Wanxian Airport - WXN,0,0
JSq0Np,Sallyann,Jarad,Female,23,Japan,Lauro Carneiro de Loyola Airport,BR,Brazil,SAM,South America,2022-11-24,JOI,Susie Chesworth,Cancelled,Wednesday,2026-03-13 17:12:42,6,21,15,28,45,41,2022,11,17,Lauro Carneiro de Loyola Airport - JOI,0,1
OFXq2G,Dylan,Lear,Male,59,Brazil,Broken Hill Airport,AU,Australia,OC,Oceania,2022-02-01,BHQ,Hillel Harler,On Time,Friday,2026-03-13 15:12:12,57,114,54,40,62,57,2022,2,15,Broken Hill Airport - BHQ,0,0
OnFLJP,Joey,Carpmile,Male,69,Portugal,Kota Airport,IN,India,AS,Asia,2022-10-22,KTU,Bancroft Chattington,On Time,Sunday,2026-03-13 17:05:30,81,127,42,6,11,9,2022,10,17,Kota Airport - KTU,0,0
oF76yX,Kissie,Joire,Female,89,Bangladesh,Igiugig Airport,US,United States,NAM,North America,2022-10-31,IGG,Stanford Feehely,Delayed,Sunday,2026-03-13 01:01:22,34,79,96,85,106,101,2022,10,1,Igiugig Airport - IGG,1,0
ZLTOMP,Kassia,Demetr,Female,33,Indonesia,Sangir Airport,ID,Indonesia,AS,Asia,2022-09-06,SAE,Petronilla Haith,On Time,Monday,2026-03-13 05:53:45,22,63,68,21,36,32,2022,9,5,Sangir Airport - SAE,0,0
nqd3hZ,Mason,Pineaux,Male,14,China,Westerly State Airport,US,United States,NAM,North America,2022-01-04,WST,Elna Rainard,Delayed,Monday,2026-03-13 04:15:38,90,135,27,59,81,77,2022,1,4,Westerly State Airport - WST,1,0
ycwwy4,Flossy,Brogan,Female,38,Mongolia,Lethem Airport,GY,Guyana,SAM,South America,2022-07-27,LTM,Lawrence Blight,Delayed,Monday,2026-03-13 08:51:40,40,91,59,31,51,47,2022,7,8,Lethem Airport - LTM,1,0
vSBKbs,Titus,Meecher,Male,18,Mozambique,Rugao Air Base,CN,China,AS,Asia,2022-09-04,RUG,Normie Zambonini,On Time,Monday,2026-03-13 15:58:29,15,47,84,68,89,84,2022,9,15,Rugao Air Base - RUG,0,0
X0basI,Mariann,Moogan,Female,90,Philippines,São Miguel do Oeste Airport,BR,Brazil,SAM,South America,2022-02-06,SQX,Bertrand Cauldwell,On Time,Tuesday,2026-03-13 14:17:23,69,109,38,12,24,20,2022,2,14,São Miguel do Oeste Airport - SQX,0,0
mPAgdt,Caria,Risdall,Female,50,Albania,Bandeirantes Airport,BR,Brazil,SAM,South America,2022-10-23,0,Melissa Baverstock,Delayed,Tuesday,2026-03-13 22:41:48,26,72,71,76,97,92,2022,10,22,Bandeirantes Airport - 0,1,0
Fw4YWz,Kayle,Perrigo,Female,44,Yemen,Phu Cat Airport,VN,Viet Nam,AS,Asia,2022-02-19,UIH,Zebulon Brimble,Delayed,Wednesday,2026-03-13 11:12:41,53,115,32,34,55,50,2022,2,11,Phu Cat Airport - UIH,1,0
fYtRlz,Otis,Scotti,Male,46,China,Oriximiná Airport,BR,Brazil,SAM,South America,2022-05-25,ORX,Janaya Hanham,Cancelled,Wednesday,2026-03-13 04:09:04,98,144,23,49,70,66,2022,5,4,Oriximiná Airport - ORX,0,1
nmPFe7,Othelia,Lichfield,Female,71,Russia,Governor's Harbour Airport,BS,Bahamas,NAM,North America,2022-06-23,GHB,Griswold Brychan,On Time,Friday,2026-03-13 09:58:34,32,76,89,7,13,10,2022,6,9,Governor's Harbour Airport - GHB,0,0
S9UgjE,Padget,O'Dempsey,Male,35,United States,Bella Union Airport,UY,Uruguay,SAM,South America,2022-04-24,BUV,Lenore Gillies,Cancelled,Friday,2026-03-13 08:50:37,7,24,13,92,115,109,2022,4,8,Bella Union Airport - BUV,0,1
ydvBmF,Kristoffer,Kitchinham,Male,68,Czech Republic,Asaloyeh Airport,IR,"Iran, Islamic Republic of",AS,Asia,2022-06-26,YEH,Aviva Wincer,Delayed,Saturday,2026-03-13 14:20:58,60,103,65,18,32,28,2022,6,14,Asaloyeh Airport - YEH,1,0
LmDcfB,Lorrayne,Koppeck,Female,25,Portugal,Mecheria Airport,DZ,Algeria,AF,Africa,2022-11-14,MZW,Cosimo Schoenfisch,Delayed,Saturday,2026-03-13 12:45:44,85,130,49,61,83,78,2022,11,12,Mecheria Airport - MZW,1,0
VtPy4E,Gavrielle,Sidsaff,Female,73,Bosnia and Herzegovina,Hermannsburg Airport,AU,Australia,OC,Oceania,2022-08-26,HMG,Whittaker Gostall,Delayed,Saturday,2026-03-13 21:42:33,38,86,78,26,41,37,2022,8,21,Hermannsburg Airport - HMG,1,0
pNf8cs,Maye,De Zamudio,Female,18,Canada,Dachuan Airport,CN,China,AS,Asia,2022-05-08,DAX,Patrizio Steane,On Time,Saturday,2026-03-13 18:36:38,18,50,97,54,74,69,2022,5,18,Dachuan Airport - DAX,0,0
KkWh6J,Addie,Clancey,Female,88,Indonesia,Dongji Aiport,CN,China,AS,Asia,2022-05-29,FYJ,Omar Throssell,Cancelled,Saturday,2026-03-13 03:20:23,74,119,43,37,57,53,2022,5,3,Dongji Aiport - FYJ,0,1
bXrWFO,Jody,Philpin,Male,34,Thailand,Punta Colorada Airport,MX,Mexico,NAM,North America,2022-10-14,PCO,Maggee Louca,On Time,Sunday,2026-03-13 21:43:29,30,68,75,65,87,82,2022,10,21,Punta Colorada Airport - PCO,0,0
PolEpe,Palmer,Swindley,Male,34,Portugal,Deer Harbor SPB,US,United States,NAM,North America,2022-09-12,DHB,Lynde Grigoryev,On Time,Sunday,2026-03-13 05:35:06,95,138,22,15,28,23,2022,9,5,Deer Harbor SPB - DHB,0,0
hbZeA1,Patty,Golden of Ireland,Male,71,Indonesia,Rawalakot Airport,PK,Pakistan,AS,Asia,2022-12-19,RAZ,Sibyl Venable,On Time,Tuesday,2026-03-13 13:59:16,45,93,66,71,91,86,2022,12,13,Rawalakot Airport - RAZ,0,0
z0PbkL,Vivian,Colicot,Female,4,Indonesia,Sioux Lookout Airport,CA,Canada,NAM,North America,2022-09-29,YXL,Carita Vampouille,Delayed,Tuesday,2026-03-13 08:00:47,12,35,16,23,39,35,2022,9,8,Sioux Lookout Airport - YXL,1,0
DhXtV4,Angus,Stobbes,Male,16,China,Quinhagak Airport,US,United States,NAM,North America,2022-11-27,KWN,Eva Nevins,Delayed,Tuesday,2026-03-13 07:05:29,71,117,51,43,65,60,2022,11,7,Quinhagak Airport - KWN,1,0
SGXiAU,Brose,Vinten,Male,83,Indonesia,Tengchong Tuofeng Airport,CN,China,AS,Asia,2022-08-30,TCZ,Lanette Somersett,On Time,Thursday,2026-03-13 12:23:53,99,146,24,5,8,6,2022,8,12,Tengchong Tuofeng Airport - TCZ,0,0
OmWNSh,Horton,Yakunin,Male,81,China,Rabat-Salé Airport,MA,Morocco,AF,Africa,2022-02-20,RBA,Parke Gemlbett,On Time,Saturday,2026-03-13 07:37:15,43,89,74,78,100,95,2022,2,7,Rabat-Salé Airport - RBA,0,0
tOB071,Bernardo,Andreasen,Male,42,Philippines,Lučenec Airport,SK,Slovakia,EU,Europe,2022-11-06,LUE,Gerald Peterken,On Time,Saturday,2026-03-13 20:40:23,23,59,92,20,34,30,2022,11,20,Lučenec Airport - LUE,0,0
WZuWIk,Lorene,Andrault,Female,78,Canada,Mendeleyevo Airport,RU,Russian Federation,AS,Asia,2022-06-04,DEE,Renee Dohrmann,Cancelled,Saturday,2026-03-13 03:05:43,56,112,34,56,77,73,2022,6,3,Mendeleyevo Airport - DEE,0,1
XNIyNH,Brooks,Braben,Female,79,Lithuania,Mahshahr Airport,IR,"Iran, Islamic Republic of",AS,Asia,2022-03-12,MRX,Gordon Quickenden,Delayed,Saturday,2026-03-13 04:50:51,82,124,63,29,48,44,2022,3,4,Mahshahr Airport - MRX,1,0
jVxEq0,Andrea,Boutellier,Female,67,Mongolia,Alexander Bay Airport,ZA,South Africa,AF,Africa,2022-09-07,ALJ,Estrella Itzchaki,Cancelled,Sunday,2026-03-13 06:14:52,14,41,85,67,90,85,2022,9,6,Alexander Bay Airport - ALJ,0,1
R5sVI1,Luigi,Kidson,Male,14,Serbia,Baie-Johan-Beetz Water Aerodrome,CA,Canada,NAM,North America,2022-10-22,YBJ,Ida Grotty,Cancelled,Monday,2026-03-13 10:03:04,67,106,29,11,19,16,2022,10,10,Baie-Johan-Beetz Water Aerodrome - YBJ,0,1
7pIVjr,Erin,Quibell,Male,86,China,Lowe AHP (Fort Rucker) Heliport,US,United States,NAM,North America,2022-08-30,LOR,Lacee Nisbet,Cancelled,Monday,2026-03-13 04:05:39,48,98,58,84,105,100,2022,8,4,Lowe AHP (Fort Rucker) Heliport - LOR,0,1
XLgaCH,Kingsley,Westmerland,Male,72,Poland,Nambaiyufa Airport,PG,Papua New Guinea,OC,Oceania,2022-04-18,NBA,Cecile Fleis,Cancelled,Monday,2026-03-13 09:31:55,5,27,10,23,45,38,2022,4,9,Nambaiyufa Airport - NBA,0,1
4X1qef,Chip,Deniseau,Male,65,Bangladesh,Warren County Memorial Airport,US,United States,NAM,North America,2022-01-25,RNC,Lorne MacArd,Delayed,Wednesday,2026-03-13 07:15:29,79,123,69,12,30,27,2022,1,7,Warren County Memorial Airport - RNC,1,0
jHGJqV,Theobald,Posen,Male,79,France,Monywar Airport,MM,Myanmar,AS,Asia,2022-01-16,NYW,Chandal Bauldry,Delayed,Thursday,2026-03-13 02:35:37,102,145,32,45,60,55,2022,1,2,Monywar Airport - NYW,1,0
vJyFud,Luther,Guise,Male,84,China,Kelafo East Airport,ET,Ethiopia,AF,Africa,2022-02-26,LFO,Quintin Ravenhills,On Time,Thursday,2026-03-13 13:44:01,1,51,110,8,18,12,2022,2,13,Kelafo East Airport - LFO,0,0
